team_full_name,team_alias,map_name,map_played,map_win_rate,map_win,map_loss,map_atk_1st,map_def_1st,map_atk_rwin,map_atk_rw,map_atk_rl,map_def_rwin,map_def_rw,map_def_rl,agent_composition,agent_composition_played
NASR Esports,NASR,Pearl,17,65,11,6,13,4,65%,129,70,45%,69,84,"[['harbor', 'jett', 'killjoy', 'skye', 'viper'], ['astra', 'jett', 'killjoy', 'skye', 'sova'], ['astra', 'fade', 'kayo', 'killjoy', 'raze'], ['astra', 'breach', 'fade', 'kayo', 'neon']]","[4, 3, 9, 1]"
NASR Esports,NASR,Lotus,12,58,7,5,5,7,57%,78,60,48%,71,77,"[['jett', 'killjoy', 'omen', 'skye', 'viper'], ['jett', 'killjoy', 'omen', 'sage', 'skye'], ['breach', 'chamber', 'kayo', 'omen', 'sova'], ['breach', 'chamber', 'kayo', 'omen', 'skye']]","[9, 1, 1, 1]"
Geekay Esports,GK,Bind,29,76,22,7,16,13,60%,165,108,61%,170,107,"[['brimstone', 'raze', 'sage', 'skye', 'viper'], ['astra', 'raze', 'skye', 'sova', 'viper'], ['astra', 'jett', 'raze', 'skye', 'viper'], ['jett', 'omen', 'raze', 'skye', 'viper']]","[20, 4, 1, 3]"
Geekay Esports,GK,Haven,47,66,31,16,16,31,60%,277,182,53%,273,245,"[['breach', 'jett', 'killjoy', 'omen', 'sova'], ['jett', 'kayo', 'killjoy', 'omen', 'sova'], ['astra', 'jett', 'killjoy', 'skye', 'sova'], ['astra', 'cypher', 'jett', 'raze', 'skye'], ['cypher', 'jett', 'omen', 'raze', 'skye']]","[1, 34, 6, 1, 4]"
Geekay Esports,GK,Split,16,50,8,8,8,8,42%,66,92,60%,101,67,"[['breach', 'killjoy', 'omen', 'raze', 'sage'], ['breach', 'fade', 'killjoy', 'omen', 'raze'], ['astra', 'breach', 'cypher', 'raze', 'viper'], ['astra', 'cypher', 'jett', 'raze', 'sage'], ['cypher', 'jett', 'omen', 'raze', 'sage'], ['cypher', 'jett', 'omen', 'reyna', 'sage']]","[3, 9, 1, 1, 1, 1]"
Geekay Esports,GK,Ascent,30,53,16,14,3,27,50%,136,137,55%,188,153,"[['jett', 'kayo', 'killjoy', 'omen', 'sova'], ['astra', 'jett', 'kayo', 'killjoy', 'sova'], ['astra', 'jett', 'killjoy', 'raze', 'skye'], ['cypher', 'jett', 'omen', 'raze', 'skye'], ['astra', 'jett', 'kayo', 'reyna', 'sage']]","[21, 5, 1, 2, 1]"
Geekay Esports,GK,Icebox,23,65,15,8,5,18,58%,113,81,53%,139,121,"[['jett', 'killjoy', 'sage', 'sova', 'viper'], ['chamber', 'kayo', 'sage', 'sova', 'viper'], ['chamber', 'reyna', 'sage', 'sova', 'viper'], ['chamber', 'jett', 'sage', 'sova', 'viper'], ['jett', 'reyna', 'sage', 'sova', 'viper']]","[14, 1, 2, 4, 1]"
Geekay Esports,GK,Breeze,28,64,18,10,15,13,60%,166,112,56%,153,120,"[['cypher', 'jett', 'kayo', 'sova', 'viper'], ['chamber', 'jett', 'kayo', 'sova', 'viper'], ['cypher', 'jett', 'skye', 'sova', 'viper'], ['jett', 'reyna', 'sage', 'sova', 'viper'], ['jett', 'reyna', 'sage', 'skye', 'viper']]","[2, 13, 8, 4, 1]"
Geekay Esports,GK,Fracture,11,55,6,5,3,8,45%,54,66,61%,74,47,"[['breach', 'brimstone', 'jett', 'killjoy', 'raze'], ['breach', 'brimstone', 'chamber', 'killjoy', 'raze'], ['breach', 'brimstone', 'chamber', 'raze', 'sage'], ['breach', 'brimstone', 'cypher', 'raze', 'yoru'], ['breach', 'brimstone', 'chamber', 'neon', 'raze'], ['astra', 'breach', 'cypher', 'raze', 'viper'], ['astra', 'breach', 'chamber', 'raze', 'viper'], ['astra', 'breach', 'cypher', 'jett', 'raze']]","[1, 1, 1, 2, 1, 1, 3, 1]"
Geekay Esports,GK,Pearl,14,86,12,2,1,13,63%,76,45,61%,104,67,"[['astra', 'jett', 'kayo', 'killjoy', 'sova']]",[14]
Geekay Esports,GK,Lotus,6,33,2,4,3,3,56%,38,30,35%,24,44,"[['breach', 'jett', 'killjoy', 'omen', 'sova'], ['breach', 'fade', 'jett', 'killjoy', 'omen'], ['chamber', 'killjoy', 'omen', 'raze', 'skye']]","[3, 2, 1]"
Unity Esports,UNT,Bind,10,40,4,6,7,3,45%,50,60,50%,48,48,"[['brimstone', 'chamber', 'raze', 'skye', 'viper'], ['brimstone', 'chamber', 'raze', 'skye', 'sova']]","[1, 9]"
Unity Esports,UNT,Haven,13,54,7,6,6,7,48%,63,68,57%,81,60,"[['breach', 'jett', 'killjoy', 'omen', 'sova'], ['chamber', 'jett', 'omen', 'skye', 'sova']]","[7, 6]"
Unity Esports,UNT,Split,9,78,7,2,3,6,57%,55,41,58%,57,42,"[['astra', 'jett', 'raze', 'skye', 'viper']]",[9]
Unity Esports,UNT,Ascent,24,46,11,13,8,16,50%,116,115,51%,124,120,"[['jett', 'kayo', 'killjoy', 'omen', 'sova'], ['chamber', 'fade', 'jett', 'kayo', 'omen'], ['chamber', 'kayo', 'omen', 'reyna', 'sova'], ['chamber', 'jett', 'kayo', 'omen', 'sova'], ['astra', 'jett', 'kayo', 'killjoy', 'sova']]","[11, 1, 6, 5, 1]"
Unity Esports,UNT,Icebox,12,67,8,4,8,4,57%,79,59,58%,61,45,"[['jett', 'killjoy', 'sage', 'sova', 'viper'], ['chamber', 'reyna', 'sage', 'sova', 'viper'], ['chamber', 'jett', 'sage', 'sova', 'viper']]","[10, 1, 1]"
Unity Esports,UNT,Breeze,3,0,0,3,1,2,36%,10,18,34%,11,21,"[['chamber', 'jett', 'kayo', 'sova', 'viper']]",[3]
Unity Esports,UNT,Fracture,16,38,6,10,7,9,50%,77,76,52%,86,80,"[['breach', 'brimstone', 'jett', 'killjoy', 'raze'], ['breach', 'brimstone', 'kayo', 'killjoy', 'neon'], ['breach', 'brimstone', 'kayo', 'killjoy', 'raze'], ['breach', 'cypher', 'fade', 'harbor', 'raze'], ['breach', 'brimstone', 'cypher', 'raze', 'sage'], ['breach', 'brimstone', 'chamber', 'raze', 'sage']]","[3, 1, 1, 2, 3, 6]"
Unity Esports,UNT,Pearl,12,58,7,5,4,8,50%,58,57,49%,63,66,"[['astra', 'jett', 'kayo', 'killjoy', 'sova'], ['astra', 'fade', 'jett', 'kayo', 'killjoy']]","[9, 3]"
Unity Esports,UNT,Lotus,1,0,0,1,0,1,0%,0,1,0%,0,12,"[['chamber', 'cypher', 'neon', 'omen', 'skye']]",[1]
G2 Gozen,G2.G,Bind,23,74,17,6,10,13,55%,111,90,67%,154,77,"[['harbor', 'raze', 'sage', 'skye', 'viper'], ['astra', 'breach', 'fade', 'killjoy', 'raze'], ['breach', 'brimstone', 'chamber', 'fade', 'raze'], ['breach', 'brimstone', 'cypher', 'fade', 'raze'], ['brimstone', 'chamber', 'neon', 'skye', 'yoru'], ['breach', 'chamber', 'omen', 'raze', 'skye'], ['astra', 'killjoy', 'raze', 'skye', 'sova'], ['astra', 'jett', 'skye', 'sova', 'viper'], ['astra', 'breach', 'cypher', 'jett', 'skye'], ['brimstone', 'raze', 'sage', 'skye', 'viper'], ['astra', 'raze', 'skye', 'sova', 'viper'], ['brimstone', 'raze', 'skye', 'sova', 'viper']]","[2, 1, 1, 1, 1, 4, 1, 1, 5, 1, 3, 2]"
G2 Gozen,G2.G,Haven,23,83,19,4,6,17,62%,122,75,61%,158,103,"[['breach', 'jett', 'killjoy', 'omen', 'sova'], ['astra', 'breach', 'cypher', 'raze', 'skye'], ['breach', 'brimstone', 'chamber', 'jett', 'skye'], ['astra', 'breach', 'cypher', 'jett', 'sova'], ['astra', 'breach', 'killjoy', 'raze', 'sova'], ['astra', 'breach', 'cypher', 'raze', 'sova']]","[5, 3, 2, 8, 1, 4]"
G2 Gozen,G2.G,Split,19,63,12,7,5,14,55%,93,77,56%,120,96,"[['breach', 'cypher', 'omen', 'raze', 'skye'], ['astra', 'breach', 'chamber', 'kayo', 'neon'], ['astra', 'breach', 'cypher', 'raze', 'sage'], ['breach', 'cypher', 'omen', 'raze', 'sage']]","[6, 1, 8, 4]"
G2 Gozen,G2.G,Ascent,40,78,31,9,18,21,65%,255,139,56%,219,175,"[['jett', 'kayo', 'killjoy', 'omen', 'sova'], ['chamber', 'fade', 'kayo', 'omen', 'raze'], ['chamber', 'kayo', 'omen', 'sage', 'sova'], ['brimstone', 'chamber', 'kayo', 'sage', 'sova'], ['kayo', 'killjoy', 'omen', 'sova', 'yoru'], ['astra', 'jett', 'kayo', 'killjoy', 'sova'], ['astra', 'breach', 'jett', 'sage', 'sova'], ['jett', 'killjoy', 'omen', 'sage', 'sova']]","[12, 1, 1, 1, 2, 6, 11, 5]"
G2 Gozen,G2.G,Icebox,31,87,27,4,16,15,68%,221,104,58%,165,119,"[['chamber', 'fade', 'raze', 'sage', 'viper'], ['jett', 'killjoy', 'sage', 'sova', 'viper'], ['chamber', 'kayo', 'sage', 'sova', 'viper'], ['chamber', 'jett', 'sage', 'sova', 'viper'], ['jett', 'sage', 'skye', 'sova', 'viper'], ['jett', 'raze', 'sage', 'sova', 'viper']]","[2, 17, 5, 4, 1, 2]"
G2 Gozen,G2.G,Breeze,20,90,18,2,13,7,63%,137,80,61%,111,70,"[['chamber', 'kayo', 'reyna', 'sova', 'viper'], ['cypher', 'jett', 'kayo', 'sova', 'viper'], ['chamber', 'kayo', 'neon', 'sova', 'viper'], ['chamber', 'cypher', 'skye', 'sova', 'viper'], ['chamber', 'jett', 'skye', 'sova', 'viper'], ['cypher', 'jett', 'skye', 'sova', 'viper']]","[4, 2, 1, 2, 1, 10]"
G2 Gozen,G2.G,Fracture,6,83,5,1,2,4,59%,37,26,53%,34,30,"[['breach', 'brimstone', 'killjoy', 'raze', 'skye'], ['breach', 'brimstone', 'cypher', 'jett', 'kayo'], ['breach', 'brimstone', 'cypher', 'jett', 'sage'], ['astra', 'breach', 'cypher', 'raze', 'viper']]","[1, 1, 1, 3]"
G2 Gozen,G2.G,Pearl,7,86,6,1,5,2,71%,56,23,55%,31,25,"[['harbor', 'jett', 'killjoy', 'skye', 'viper'], ['astra', 'chamber', 'fade', 'sage', 'yoru'], ['astra', 'chamber', 'fade', 'reyna', 'sage']]","[2, 2, 3]"
G2 Gozen,G2.G,Lotus,7,57,4,3,2,5,69%,49,22,42%,31,43,"[['harbor', 'killjoy', 'raze', 'skye', 'viper'], ['killjoy', 'omen', 'raze', 'skye', 'viper']]","[1, 6]"
Shopify Rebellion GC,SR.GC,Bind,40,58,23,17,23,17,53%,217,191,51%,207,196,"[['breach', 'brimstone', 'chamber', 'raze', 'skye'], ['brimstone', 'chamber', 'raze', 'skye', 'viper'], ['breach', 'brimstone', 'chamber', 'fade', 'raze'], ['astra', 'chamber', 'kayo', 'raze', 'sova'], ['astra', 'jett', 'raze', 'sage', 'skye'], ['astra', 'kayo', 'raze', 'sova', 'viper'], ['omen', 'raze', 'skye', 'sova', 'viper'], ['astra', 'raze', 'skye', 'sova', 'viper'], ['astra', 'phoenix', 'raze', 'sova', 'viper'], ['astra', 'jett', 'raze', 'skye', 'viper']]","[2, 3, 7, 8, 1, 6, 1, 6, 2, 4]"
Shopify Rebellion GC,SR.GC,Haven,48,52,25,23,24,24,53%,254,224,48%,234,253,"[['astra', 'breach', 'jett', 'killjoy', 'sova'], ['astra', 'breach', 'fade', 'killjoy', 'yoru'], ['astra', 'breach', 'chamber', 'neon', 'skye'], ['astra', 'breach', 'chamber', 'raze', 'skye'], ['astra', 'chamber', 'raze', 'sage', 'skye'], ['breach', 'brimstone', 'chamber', 'neon', 'skye'], ['breach', 'chamber', 'fade', 'omen', 'raze'], ['breach', 'chamber', 'jett', 'omen', 'skye'], ['chamber', 'jett', 'kayo', 'omen', 'sova'], ['astra', 'chamber', 'jett', 'kayo', 'sova'], ['astra', 'chamber', 'jett', 'skye', 'sova'], ['astra', 'jett', 'killjoy', 'skye', 'sova'], ['jett', 'killjoy', 'omen', 'skye', 'sova'], ['jett', 'killjoy', 'omen', 'sage', 'skye'], ['jett', 'killjoy', 'omen', 'sage', 'sova'], ['jett', 'killjoy', 'omen', 'sova', 'yoru']]","[1, 1, 1, 1, 5, 2, 2, 4, 2, 1, 4, 5, 7, 6, 5, 1]"
Shopify Rebellion GC,SR.GC,Split,21,62,13,8,12,9,52%,106,99,55%,113,91,"[['astra', 'breach', 'killjoy', 'raze', 'skye'], ['astra', 'breach', 'chamber', 'kayo', 'raze'], ['astra', 'breach', 'chamber', 'kayo', 'neon'], ['astra', 'breach', 'kayo', 'killjoy', 'yoru'], ['astra', 'killjoy', 'raze', 'skye', 'viper'], ['astra', 'killjoy', 'sage', 'skye', 'viper'], ['kayo', 'killjoy', 'omen', 'raze', 'skye'], ['killjoy', 'omen', 'raze', 'sage', 'skye']]","[3, 2, 2, 3, 1, 1, 4, 5]"
Shopify Rebellion GC,SR.GC,Ascent,24,42,10,14,9,15,44%,101,127,51%,127,120,"[['astra', 'jett', 'kayo', 'killjoy', 'sova'], ['chamber', 'fade', 'kayo', 'omen', 'sova'], ['astra', 'chamber', 'fade', 'jett', 'kayo'], ['fade', 'jett', 'kayo', 'killjoy', 'omen'], ['chamber', 'fade', 'kayo', 'omen', 'sage'], ['astra', 'chamber', 'fade', 'kayo', 'sova'], ['astra', 'jett', 'killjoy', 'reyna', 'sova'], ['jett', 'killjoy', 'omen', 'reyna', 'sova'], ['jett', 'kayo', 'killjoy', 'omen', 'sova'], ['jett', 'killjoy', 'omen', 'raze', 'sova']]","[2, 3, 1, 1, 2, 3, 5, 1, 4, 2]"
Shopify Rebellion GC,SR.GC,Icebox,69,49,34,35,39,30,51%,356,338,49%,324,335,"[['harbor', 'jett', 'killjoy', 'sova', 'viper'], ['chamber', 'kayo', 'sage', 'sova', 'viper'], ['chamber', 'jett', 'reyna', 'sova', 'viper'], ['chamber', 'jett', 'raze', 'sova', 'viper'], ['jett', 'killjoy', 'reyna', 'sova', 'viper'], ['jett', 'killjoy', 'sage', 'sova', 'viper'], ['jett', 'reyna', 'sage', 'sova', 'viper'], ['jett', 'killjoy', 'raze', 'sage', 'viper']]","[3, 20, 6, 6, 10, 16, 3, 4]"
Shopify Rebellion GC,SR.GC,Breeze,32,59,19,13,19,13,59%,194,135,52%,162,150,"[['cypher', 'jett', 'kayo', 'sova', 'viper'], ['chamber', 'kayo', 'reyna', 'sova', 'viper'], ['chamber', 'kayo', 'neon', 'sova', 'viper'], ['chamber', 'jett', 'kayo', 'sova', 'viper'], ['chamber', 'jett', 'reyna', 'sova', 'viper'], ['cypher', 'jett', 'skye', 'sova', 'viper'], ['jett', 'killjoy', 'skye', 'sova', 'viper'], ['jett', 'reyna', 'skye', 'sova', 'viper'], ['jett', 'sage', 'skye', 'sova', 'viper']]","[1, 1, 4, 1, 12, 4, 3, 3, 3]"
Shopify Rebellion GC,SR.GC,Fracture,35,71,25,10,23,12,57%,210,160,60%,189,124,"[['breach', 'brimstone', 'cypher', 'kayo', 'neon'], ['breach', 'brimstone', 'cypher', 'kayo', 'yoru'], ['breach', 'brimstone', 'chamber', 'raze', 'sage'], ['breach', 'brimstone', 'chamber', 'kayo', 'neon'], ['breach', 'brimstone', 'chamber', 'jett', 'raze'], ['astra', 'breach', 'chamber', 'jett', 'raze'], ['astra', 'breach', 'jett', 'viper', 'yoru']]","[3, 2, 3, 11, 10, 3, 3]"
Shopify Rebellion GC,SR.GC,Pearl,13,77,10,3,2,11,64%,84,48,54%,80,69,"[['harbor', 'jett', 'killjoy', 'skye', 'viper'], ['astra', 'jett', 'kayo', 'killjoy', 'sova'], ['astra', 'chamber', 'fade', 'kayo', 'neon'], ['breach', 'brimstone', 'fade', 'killjoy', 'yoru']]","[5, 1, 6, 1]"
Shopify Rebellion GC,SR.GC,Lotus,2,100,2,0,2,0,83%,20,4,50%,6,6,"[['breach', 'kayo', 'neon', 'omen', 'sova']]",[2]
Acend Rising,ACE,Bind,11,73,8,3,3,8,53%,56,49,57%,66,49,"[['astra', 'fade', 'raze', 'skye', 'viper'], ['astra', 'chamber', 'fade', 'raze', 'viper'], ['astra', 'chamber', 'fade', 'kayo', 'raze'], ['brimstone', 'chamber', 'raze', 'sage', 'skye'], ['breach', 'brimstone', 'chamber', 'raze', 'skye'], ['breach', 'fade', 'omen', 'raze', 'sage']]","[4, 1, 1, 3, 1, 1]"
Acend Rising,ACE,Haven,21,71,15,6,12,9,59%,129,88,59%,117,82,"[['breach', 'jett', 'killjoy', 'omen', 'sova'], ['chamber', 'fade', 'kayo', 'omen', 'raze'], ['breach', 'chamber', 'omen', 'raze', 'sova'], ['breach', 'cypher', 'jett', 'omen', 'sova'], ['breach', 'cypher', 'omen', 'raze', 'sova']]","[12, 1, 3, 3, 2]"
Acend Rising,ACE,Split,6,83,5,1,5,1,50%,38,38,65%,33,18,"[['astra', 'killjoy', 'raze', 'skye', 'viper'], ['breach', 'chamber', 'kayo', 'neon', 'omen']]","[2, 4]"
Acend Rising,ACE,Ascent,11,73,8,3,8,3,61%,79,50,56%,53,41,"[['jett', 'kayo', 'killjoy', 'omen', 'sova']]",[11]
Acend Rising,ACE,Icebox,9,67,6,3,2,7,62%,62,38,50%,48,48,"[['chamber', 'kayo', 'sage', 'sova', 'viper'], ['chamber', 'killjoy', 'sage', 'sova', 'viper']]","[6, 3]"
Acend Rising,ACE,Breeze,8,50,4,4,1,7,49%,33,34,63%,57,33,"[['chamber', 'kayo', 'neon', 'sova', 'viper']]",[8]
Acend Rising,ACE,Fracture,16,94,15,1,12,4,71%,127,53,59%,79,54,"[['breach', 'brimstone', 'cypher', 'neon', 'skye'], ['breach', 'brimstone', 'chamber', 'kayo', 'neon'], ['breach', 'brimstone', 'chamber', 'fade', 'neon'], ['breach', 'brimstone', 'chamber', 'raze', 'sage']]","[3, 11, 1, 1]"
Acend Rising,ACE,Pearl,1,0,0,1,0,1,57%,4,3,17%,2,10,"[['astra', 'breach', 'chamber', 'fade', 'neon']]",[1]
Acend Rising,ACE,Lotus,4,75,3,1,4,0,75%,36,12,41%,12,17,"[['jett', 'killjoy', 'omen', 'skye', 'viper'], ['astra', 'killjoy', 'raze', 'skye', 'viper']]","[3, 1]"
Guild X,GLD.X,Bind,23,65,15,8,12,11,61%,143,91,50%,109,108,"[['brimstone', 'raze', 'sage', 'skye', 'viper'], ['brimstone', 'gekko', 'raze', 'skye', 'viper'], ['brimstone', 'chamber', 'raze', 'skye', 'viper'], ['astra', 'breach', 'chamber', 'fade', 'raze'], ['astra', 'chamber', 'fade', 'raze', 'skye'], ['astra', 'raze', 'skye', 'sova', 'viper'], ['astra', 'breach', 'raze', 'skye', 'sova']]","[1, 1, 1, 3, 2, 10, 5]"
Guild X,GLD.X,Haven,43,67,29,14,20,23,56%,255,201,56%,255,200,"[['breach', 'jett', 'killjoy', 'omen', 'sova'], ['astra', 'breach', 'fade', 'jett', 'killjoy'], ['breach', 'chamber', 'fade', 'omen', 'sage'], ['breach', 'jett', 'killjoy', 'omen', 'skye'], ['astra', 'jett', 'killjoy', 'skye', 'sova'], ['astra', 'chamber', 'jett', 'skye', 'sova'], ['astra', 'breach', 'jett', 'killjoy', 'sova'], ['astra', 'jett', 'killjoy', 'phoenix', 'sova']]","[10, 6, 1, 4, 3, 2, 11, 6]"
Guild X,GLD.X,Split,27,63,17,10,10,17,56%,146,116,55%,163,134,"[['jett', 'kayo', 'omen', 'skye', 'viper'], ['breach', 'chamber', 'killjoy', 'omen', 'raze'], ['astra', 'breach', 'kayo', 'killjoy', 'raze'], ['breach', 'chamber', 'jett', 'kayo', 'omen'], ['brimstone', 'kayo', 'killjoy', 'raze', 'viper'], ['astra', 'breach', 'jett', 'killjoy', 'viper'], ['astra', 'breach', 'jett', 'reyna', 'skye'], ['astra', 'breach', 'jett', 'kayo', 'sage'], ['astra', 'breach', 'jett', 'raze', 'sage'], ['astra', 'breach', 'jett', 'sage', 'skye'], ['astra', 'breach', 'jett', 'kayo', 'reyna']]","[1, 1, 3, 1, 1, 3, 8, 4, 2, 1, 2]"
Guild X,GLD.X,Ascent,54,80,43,11,17,37,58%,281,203,64%,396,219,"[['cypher', 'jett', 'kayo', 'omen', 'sova'], ['jett', 'kayo', 'killjoy', 'omen', 'sova'], ['fade', 'jett', 'kayo', 'killjoy', 'omen'], ['chamber', 'fade', 'kayo', 'omen', 'sage'], ['astra', 'breach', 'jett', 'killjoy', 'sova'], ['astra', 'jett', 'killjoy', 'reyna', 'sova'], ['astra', 'jett', 'kayo', 'killjoy', 'sova'], ['astra', 'jett', 'killjoy', 'phoenix', 'sova'], ['astra', 'breach', 'jett', 'killjoy', 'phoenix']]","[3, 15, 2, 7, 8, 2, 3, 12, 2]"
Guild X,GLD.X,Icebox,35,66,23,12,26,9,59%,232,160,48%,164,179,"[['chamber', 'killjoy', 'sage', 'sova', 'viper'], ['jett', 'omen', 'sage', 'sova', 'viper'], ['jett', 'kayo', 'sage', 'sova', 'viper'], ['jett', 'killjoy', 'sage', 'sova', 'viper'], ['jett', 'reyna', 'sage', 'sova', 'viper'], ['jett', 'killjoy', 'reyna', 'sova', 'viper'], ['astra', 'jett', 'killjoy', 'reyna', 'sova']]","[9, 1, 4, 4, 3, 9, 5]"
Guild X,GLD.X,Breeze,17,53,9,8,10,7,57%,114,87,47%,82,91,"[['chamber', 'jett', 'sage', 'sova', 'viper'], ['chamber', 'jett', 'kayo', 'skye', 'viper'], ['cypher', 'jett', 'skye', 'sova', 'viper'], ['astra', 'cypher', 'jett', 'skye', 'viper'], ['cypher', 'jett', 'sage', 'skye', 'viper'], ['cypher', 'jett', 'reyna', 'skye', 'viper'], ['jett', 'reyna', 'skye', 'sova', 'viper']]","[1, 1, 8, 2, 2, 2, 1]"
Guild X,GLD.X,Fracture,27,81,22,5,14,13,67%,176,87,60%,155,102,"[['breach', 'brimstone', 'cypher', 'gekko', 'raze'], ['breach', 'cypher', 'kayo', 'neon', 'viper'], ['breach', 'brimstone', 'cypher', 'neon', 'sage'], ['breach', 'brimstone', 'chamber', 'raze', 'sage'], ['breach', 'chamber', 'raze', 'sage', 'viper'], ['breach', 'chamber', 'neon', 'raze', 'viper'], ['breach', 'cypher', 'jett', 'sage', 'viper'], ['astra', 'breach', 'jett', 'killjoy', 'reyna']]","[2, 3, 5, 5, 1, 3, 3, 5]"
Guild X,GLD.X,Pearl,7,57,4,3,4,3,63%,46,27,46%,32,37,"[['astra', 'breach', 'jett', 'killjoy', 'sova'], ['astra', 'breach', 'fade', 'killjoy', 'neon'], ['astra', 'chamber', 'fade', 'kayo', 'viper']]","[1, 2, 4]"
Guild X,GLD.X,Lotus,3,33,1,2,2,1,61%,19,12,30%,8,19,"[['breach', 'killjoy', 'omen', 'raze', 'sova']]",[3]
Team SMG GC,SMG.GC,Bind,7,43,3,4,2,5,46%,26,31,55%,41,34,"[['harbor', 'jett', 'raze', 'skye', 'viper'], ['brimstone', 'jett', 'raze', 'skye', 'sova'], ['brimstone', 'chamber', 'fade', 'raze', 'skye'], ['brimstone', 'jett', 'killjoy', 'raze', 'sova'], ['astra', 'chamber', 'jett', 'raze', 'sova']]","[2, 2, 1, 1, 1]"
Team SMG GC,SMG.GC,Haven,24,79,19,5,13,11,72%,170,67,60%,127,83,"[['astra', 'breach', 'jett', 'killjoy', 'sova'], ['chamber', 'cypher', 'harbor', 'killjoy', 'sage'], ['astra', 'brimstone', 'harbor', 'omen', 'viper'], ['jett', 'killjoy', 'omen', 'phoenix', 'sova'], ['astra', 'gekko', 'jett', 'killjoy', 'sova'], ['cypher', 'jett', 'omen', 'reyna', 'sova'], ['cypher', 'jett', 'omen', 'skye', 'sova'], ['chamber', 'jett', 'omen', 'reyna', 'sova'], ['breach', 'chamber', 'fade', 'jett', 'omen'], ['breach', 'jett', 'killjoy', 'omen', 'skye'], ['breach', 'chamber', 'jett', 'omen', 'raze'], ['chamber', 'jett', 'omen', 'skye', 'sova'], ['chamber', 'jett', 'omen', 'raze', 'sova'], ['chamber', 'cypher', 'jett', 'omen', 'sova'], ['jett', 'killjoy', 'omen', 'raze', 'sova'], ['jett', 'killjoy', 'omen', 'reyna', 'sova'], ['astra', 'chamber', 'jett', 'reyna', 'sova']]","[3, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 2, 1, 2, 1, 1, 1]"
Team SMG GC,SMG.GC,Split,14,79,11,3,3,11,61%,66,43,66%,107,55,"[['breach', 'killjoy', 'omen', 'raze', 'skye'], ['killjoy', 'omen', 'raze', 'reyna', 'sage'], ['chamber', 'omen', 'raze', 'sage', 'sova'], ['breach', 'killjoy', 'omen', 'raze', 'reyna'], ['breach', 'killjoy', 'omen', 'raze', 'sage']]","[1, 1, 1, 1, 10]"
Team SMG GC,SMG.GC,Ascent,23,78,18,5,10,12,64%,123,69,69%,140,64,"[['astra', 'jett', 'kayo', 'killjoy', 'sova'], ['astra', 'jett', 'killjoy', 'reyna', 'sova'], ['brimstone', 'jett', 'killjoy', 'reyna', 'sova'], ['killjoy', 'omen', 'reyna', 'sage', 'sova'], ['jett', 'killjoy', 'omen', 'reyna', 'sova'], ['kayo', 'killjoy', 'omen', 'raze', 'sova'], ['astra', 'chamber', 'jett', 'phoenix', 'sova'], ['fade', 'kayo', 'killjoy', 'omen', 'raze'], ['jett', 'killjoy', 'omen', 'raze', 'sova'], ['chamber', 'jett', 'neon', 'omen', 'sova'], ['kayo', 'killjoy', 'omen', 'sage', 'sova'], ['chamber', 'jett', 'omen', 'sage', 'sova'], ['chamber', 'jett', 'omen', 'raze', 'sova']]","[1, 2, 2, 1, 1, 6, 2, 2, 1, 1, 1, 1, 1]"
Team SMG GC,SMG.GC,Icebox,17,65,11,6,3,14,59%,76,53,64%,122,68,"[['killjoy', 'raze', 'sage', 'sova', 'viper'], ['jett', 'killjoy', 'sage', 'sova', 'viper'], ['neon', 'raze', 'reyna', 'sova', 'viper'], ['chamber', 'fade', 'jett', 'sage', 'viper'], ['chamber', 'jett', 'sage', 'sova', 'viper'], ['jett', 'reyna', 'sage', 'sova', 'viper'], ['jett', 'omen', 'reyna', 'sage', 'sova']]","[1, 2, 1, 1, 5, 6, 1]"
Team SMG GC,SMG.GC,Breeze,4,75,3,1,1,3,49%,19,20,60%,25,17,"[['chamber', 'jett', 'skye', 'sova', 'viper']]",[4]
Team SMG GC,SMG.GC,Fracture,11,82,9,2,4,7,57%,62,47,58%,63,46,"[['breach', 'brimstone', 'chamber', 'neon', 'raze'], ['breach', 'brimstone', 'chamber', 'jett', 'raze'], ['breach', 'brimstone', 'jett', 'killjoy', 'raze'], ['breach', 'brimstone', 'cypher', 'jett', 'sage']]","[1, 8, 1, 1]"
Team SMG GC,SMG.GC,Pearl,12,92,11,1,3,9,74%,75,26,63%,76,44,"[['astra', 'fade', 'jett', 'killjoy', 'reyna'], ['harbor', 'jett', 'killjoy', 'skye', 'viper'], ['astra', 'jett', 'neon', 'raze', 'reyna'], ['fade', 'gekko', 'harbor', 'kayo', 'skye'], ['astra', 'fade', 'kayo', 'raze', 'viper'], ['astra', 'chamber', 'fade', 'raze', 'reyna'], ['astra', 'chamber', 'fade', 'kayo', 'neon']]","[2, 1, 1, 1, 2, 3, 2]"
Team SMG GC,SMG.GC,Lotus,3,100,3,0,1,2,78%,21,6,67%,18,9,"[['breach', 'killjoy', 'neon', 'omen', 'skye'], ['breach', 'killjoy', 'neon', 'omen', 'sova']]","[1, 2]"
